Лет опыта,Возраст,Увольнений в трудовой,Высших образований,Среднеспециальных образований,В браке,Должность,Повышенный оклад
13,37,0,0,1,Нет,Техник,Нет
20,45,1,1,0,Да,Не нанят,Нет
26,50,1,1,0,Да,Не нанят,Нет
11,35,0,0,1,Нет,Оператор,Нет
27,53,0,1,0,Да,Мастер,Двойная премия
20,40,0,0,1,Да,Оператор,Нет
29,55,0,1,0,Да,Мастер,Премия
14,34,0,0,1,Да,Техник,Премия
16,39,2,1,0,Да,Не нанят,Нет
7,32,1,0,0,Да,Не нанят,Нет
23,52,0,1,0,Да,Начальник производства,Двойная премия
39,64,2,1,0,Да,Не нанят,Нет
1,28,1,0,1,Нет,Не нанят,Нет
7,33,1,1,0,Нет,Не нанят,Нет
0,22,1,0,1,Да,Не нанят,Нет
23,51,0,0,0,Да,Техник,Нет
15,43,1,0,1,Нет,Не нанят,Нет
33,53,1,1,0,Да,Не нанят,Нет
4,29,0,0,0,Нет,Не нанят,Нет
14,34,0,0,0,Да,Техник,Нет
36,62,0,0,1,Да,Техник,Премия
27,55,0,0,1,Да,Техник,Нет
19,39,0,0,1,Да,Техник,Премия
12,36,0,1,0,Да,Технолог,Двойная премия
19,47,0,0,1,Да,Техник,Нет
28,57,1,1,0,Да,Не нанят,Нет
20,49,0,1,0,Да,Начальник производства,Двойная премия
9,31,0,0,1,Да,Техник,Премия
7,33,0,0,1,Нет,Оператор,Нет
24,53,1,0,0,Да,Не нанят,Нет
37,57,0,0,1,Да,Оператор,Премия
6,26,0,1,0,Нет,Техник,Нет
11,36,0,0,1,Нет,Оператор,Нет
20,41,0,1,0,Нет,Мастер,Нет
0,23,0,0,0,Да,Не нанят,Нет
17,41,0,0,1,Нет,Оператор,Нет
4,26,2,2,0,Да,Техник,Нет
23,52,0,1,0,Да,Начальник производства,Двойная премия
13,37,0,0,0,Нет,Не нанят,Нет
5,27,1,0,1,Нет,Не нанят,Нет
21,48,1,0,1,Да,Не нанят,Нет
19,47,0,0,0,Да,Не нанят,Нет
32,52,0,1,0,Да,Начальник производства,Двойная премия
34,55,1,0,1,Да,Не нанят,Нет
24,47,0,0,1,Да,Техник,Премия
14,42,0,0,1,Да,Техник,Премия
14,37,0,0,1,Нет,Оператор,Нет
39,63,0,1,0,Да,Начальник производства,Двойная премия
10,39,0,0,1,Да,Техник,Нет
6,33,0,0,1,Нет,Оператор,Нет
26,49,0,0,0,Нет,Техник,Нет
29,52,1,1,0,Да,Не нанят,Нет
34,58,1,0,1,Да,Не нанят,Нет
12,35,1,0,1,Да,Не нанят,Нет
9,30,0,0,1,Нет,Техник,Нет
22,46,0,0,0,Нет,Оператор,Нет
27,48,0,0,1,Нет,Техник,Нет
24,44,1,0,1,Да,Не нанят,Нет
20,42,2,0,1,Нет,Не нанят,Нет
0,23,0,0,1,Да,Техник,Нет
35,56,1,1,0,Да,Не нанят,Нет
2,29,0,0,1,Да,Оператор,Нет
10,39,1,0,1,Да,Не нанят,Нет
9,29,1,1,0,Нет,Не нанят,Нет
10,35,0,0,1,Да,Техник,Премия
29,57,0,0,1,Да,Техник,Нет
14,39,1,0,0,Да,Не нанят,Нет
37,64,1,2,0,Да,Техник,Нет
13,40,1,2,0,Да,Техник,Нет
20,44,1,0,1,Да,Не нанят,Нет
32,57,1,1,0,Да,Не нанят,Нет
16,44,0,0,1,Да,Техник,Премия
22,51,0,0,1,Да,Техник,Премия
29,51,0,0,1,Да,Техник,Премия
12,39,1,0,1,Да,Не нанят,Нет
26,49,0,1,0,Да,Начальник производства,Двойная премия
37,66,0,0,1,Да,Техник,Нет
24,46,2,0,0,Нет,Не нанят,Нет
19,41,0,1,0,Нет,Мастер,Нет
34,60,0,0,0,Да,Оператор,Нет
8,32,1,0,1,Нет,Не нанят,Нет
31,57,0,1,0,Да,Начальник производства,Премия
34,56,0,0,1,Да,Техник,Нет
5,34,0,0,1,Да,Техник,Премия
11,34,0,0,1,Да,Техник,Премия
10,33,1,1,0,Да,Не нанят,Нет
19,40,0,0,0,Нет,Техник,Нет
31,58,0,0,0,Да,Техник,Нет
24,47,0,1,0,Да,Мастер,Двойная премия
35,58,0,0,1,Да,Оператор,Нет
25,54,0,1,0,Да,Начальник производства,Премия
12,34,0,1,0,Нет,Мастер,Нет
8,30,0,0,1,Нет,Техник,Нет
28,48,0,0,1,Нет,Техник,Нет
25,51,0,0,0,Да,Оператор,Нет
31,60,1,0,1,Да,Не нанят,Нет
17,37,1,1,0,Нет,Не нанят,Нет
7,33,0,0,1,Да,Техник,Нет
0,26,0,0,1,Нет,Оператор,Нет
8,31,2,1,0,Нет,Не нанят,Нет
35,59,0,0,1,Да,Техник,Премия
23,44,0,0,0,Да,Оператор,Нет
35,55,0,0,1,Да,Техник,Нет
37,60,1,0,1,Да,Не нанят,Нет
31,59,1,0,1,Да,Не нанят,Нет
22,48,0,1,0,Нет,Мастер,Нет
35,61,0,0,1,Да,Оператор,Нет
13,39,1,0,1,Да,Не нанят,Нет
22,44,0,0,1,Да,Техник,Нет
25,46,0,1,0,Нет,Мастер,Нет
36,60,0,0,1,Да,Техник,Премия
32,60,0,0,1,Да,Техник,Премия
18,40,0,1,0,Нет,Мастер,Нет
23,51,2,0,1,Да,Не нанят,Нет
31,58,1,1,0,Да,Не нанят,Нет
35,58,0,0,1,Да,Техник,Премия
10,34,1,0,1,Да,Не нанят,Нет
24,48,0,0,1,Нет,Техник,Нет
32,56,0,0,0,Да,Техник,Нет
38,63,0,1,0,Да,Мастер,Двойная премия
24,44,1,0,1,Нет,Не нанят,Нет
38,60,0,1,0,Да,Мастер,Двойная премия
23,50,1,1,0,Нет,Не нанят,Нет
24,51,0,0,1,Да,Техник,Премия
8,31,0,1,0,Да,Техник,Нет
32,52,1,0,1,Да,Не нанят,Нет
34,54,1,0,1,Да,Не нанят,Нет
25,54,0,1,0,Да,Начальник производства,Премия
16,43,1,1,0,Нет,Не нанят,Нет
9,35,1,0,0,Да,Не нанят,Нет
7,33,0,0,1,Нет,Техник,Нет
7,30,0,0,1,Нет,Техник,Нет
32,52,1,0,1,Да,Не нанят,Нет
20,44,0,1,0,Да,Мастер,Двойная премия
24,48,1,1,0,Да,Не нанят,Нет
13,37,0,0,1,Нет,Техник,Нет
38,66,0,1,0,Да,Начальник производства,Двойная премия
2,22,0,0,1,Да,Техник,Нет
30,50,0,0,1,Нет,Техник,Нет
20,47,0,0,1,Нет,Оператор,Нет
28,48,1,0,1,Нет,Не нанят,Нет
23,44,0,0,1,Нет,Оператор,Нет
9,34,0,0,1,Да,Оператор,Нет
21,42,0,1,0,Да,Начальник производства,Премия
29,57,0,0,1,Да,Оператор,Нет
16,45,0,0,1,Нет,Оператор,Нет
38,63,2,0,1,Да,Не нанят,Нет
28,48,0,0,1,Да,Техник,Премия
38,63,0,0,0,Да,Техник,Нет
17,40,0,1,0,Нет,Мастер,Нет
11,40,0,0,1,Нет,Оператор,Нет
14,36,0,1,0,Нет,Мастер,Нет
39,68,1,0,1,Да,Не нанят,Нет
13,34,0,0,1,Нет,Техник,Нет
24,48,0,0,1,Да,Техник,Нет
2,22,0,0,0,Нет,Не нанят,Нет
9,35,0,0,1,Нет,Техник,Нет
24,52,0,0,1,Да,Техник,Нет
13,42,2,0,1,Да,Не нанят,Нет
17,43,0,0,1,Да,Оператор,Премия
14,35,0,0,1,Нет,Оператор,Нет
22,42,0,0,0,Да,Оператор,Нет
17,40,0,0,1,Нет,Техник,Нет
27,53,0,0,1,Да,Техник,Премия
26,49,0,1,0,Да,Мастер,Премия
10,31,0,0,1,Нет,Техник,Нет
28,51,0,1,0,Да,Мастер,Премия
11,40,1,1,0,Нет,Не нанят,Нет
21,48,1,1,0,Нет,Не нанят,Нет
21,46,0,1,0,Нет,Мастер,Нет
24,51,0,0,1,Да,Техник,Нет
9,32,1,1,0,Да,Не нанят,Нет
32,54,0,0,0,Да,Оператор,Нет
25,53,0,1,0,Да,Мастер,Двойная премия
24,46,0,2,0,Да,Начальник производства,Двойная премия
34,55,0,0,1,Да,Оператор,Премия
30,58,0,1,0,Да,Начальник производства,Нет
6,34,1,1,0,Да,Не нанят,Нет
17,37,1,1,0,Нет,Не нанят,Нет
33,58,0,2,0,Да,Начальник производства,Премия
7,34,0,0,0,Да,Не нанят,Нет
9,34,0,0,0,Да,Не нанят,Нет
14,36,1,1,0,Да,Не нанят,Нет
2,23,1,0,1,Нет,Не нанят,Нет
6,32,2,0,1,Нет,Не нанят,Нет
10,37,0,1,0,Нет,Мастер,Нет
28,57,0,0,1,Да,Оператор,Премия
11,33,0,0,0,Да,Оператор,Нет
19,45,0,0,1,Да,Оператор,Нет
22,43,1,0,1,Нет,Не нанят,Нет
13,35,0,0,1,Да,Техник,Премия
27,51,1,1,0,Да,Не нанят,Нет
22,44,1,1,0,Да,Не нанят,Нет
27,53,1,1,0,Да,Не нанят,Нет
9,33,0,0,1,Нет,Оператор,Нет
14,36,0,0,1,Да,Техник,Премия
19,43,1,0,1,Да,Не нанят,Нет
0,26,0,0,1,Нет,Оператор,Нет
7,29,0,0,1,Нет,Оператор,Нет
12,37,0,0,1,Да,Техник,Премия
39,63,0,0,0,Да,Оператор,Нет
29,52,0,0,1,Да,Техник,Премия
8,30,0,1,0,Нет,Техник,Нет
3,23,0,0,1,Нет,Оператор,Нет
13,33,0,0,1,Да,Техник,Премия
21,49,0,0,1,Да,Техник,Премия
23,47,0,0,0,Нет,Техник,Нет
25,54,0,1,0,Да,Мастер,Нет
14,39,0,1,0,Нет,Мастер,Нет
37,59,2,0,1,Да,Не нанят,Нет
9,38,0,1,0,Нет,Техник,Нет
19,39,0,1,0,Да,Мастер,Премия
11,39,1,2,0,Нет,Техник,Нет
17,40,1,0,1,Да,Не нанят,Нет
37,60,1,1,0,Да,Не нанят,Нет
25,52,0,1,0,Да,Мастер,Двойная премия
7,31,1,1,0,Нет,Не нанят,Нет
30,50,1,1,0,Да,Не нанят,Нет
8,35,1,0,1,Да,Не нанят,Нет
37,59,0,0,1,Да,Оператор,Нет
19,43,1,0,1,Нет,Не нанят,Нет
5,34,1,0,1,Нет,Не нанят,Нет
15,36,0,0,1,Да,Техник,Премия
7,34,1,0,0,Да,Не нанят,Нет
18,38,1,0,1,Нет,Не нанят,Нет
21,42,0,1,0,Да,Мастер,Нет
21,50,2,0,0,Да,Не нанят,Нет
19,45,1,0,1,Да,Не нанят,Нет
33,60,1,0,1,Да,Не нанят,Нет
32,58,0,1,0,Да,Мастер,Нет
2,22,0,0,1,Нет,Оператор,Нет
4,29,1,1,0,Нет,Не нанят,Нет
14,34,0,0,1,Нет,Оператор,Нет
34,62,0,0,1,Да,Техник,Нет
38,59,1,0,1,Да,Не нанят,Нет
11,40,0,1,0,Нет,Мастер,Нет
14,42,0,1,0,Нет,Мастер,Нет
4,25,0,0,1,Нет,Техник,Нет
9,30,0,0,0,Нет,Не нанят,Нет
12,40,0,0,1,Да,Техник,Нет
23,49,0,0,1,Нет,Техник,Нет
30,50,0,0,1,Да,Техник,Нет
23,46,1,0,1,Нет,Не нанят,Нет
4,26,1,1,0,Да,Не нанят,Нет
32,60,1,2,0,Да,Техник,Нет
16,42,1,1,0,Нет,Не нанят,Нет
16,37,1,0,0,Да,Не нанят,Нет
0,28,0,0,1,Нет,Оператор,Нет
18,44,0,0,1,Да,Техник,Премия
34,60,0,1,0,Да,Мастер,Двойная премия
16,45,0,0,1,Да,Техник,Нет
8,34,1,0,0,Нет,Не нанят,Нет
39,68,1,1,0,Да,Не нанят,Нет
33,60,0,0,1,Да,Техник,Нет
3,30,1,1,0,Нет,Не нанят,Нет
0,22,0,1,0,Нет,Техник,Нет
5,33,0,0,0,Да,Не нанят,Нет
16,40,1,1,0,Да,Не нанят,Нет
25,50,0,0,0,Нет,Оператор,Нет
20,40,0,0,1,Нет,Техник,Нет
30,54,0,0,1,Да,Оператор,Премия
17,42,0,0,0,Да,Оператор,Нет
23,50,0,1,0,Нет,Мастер,Нет
32,53,1,0,1,Да,Не нанят,Нет
12,34,0,1,0,Нет,Мастер,Нет
37,57,0,0,1,Да,Техник,Нет
33,56,0,0,1,Да,Техник,Премия
25,45,0,0,1,Да,Техник,Нет
12,35,0,0,1,Нет,Оператор,Нет
19,47,1,1,0,Нет,Не нанят,Нет
5,26,1,0,1,Да,Не нанят,Нет
5,28,1,1,0,Нет,Не нанят,Нет
21,41,0,0,1,Нет,Техник,Нет
22,43,1,0,0,Нет,Не нанят,Нет
29,53,1,0,1,Да,Не нанят,Нет
39,64,0,0,1,Да,Оператор,Премия
29,54,0,1,0,Да,Мастер,Двойная премия
22,50,0,0,1,Да,Техник,Премия
32,61,0,1,0,Да,Начальник производства,Премия
0,21,1,0,1,Да,Не нанят,Нет
1,30,0,0,0,Да,Не нанят,Нет
15,38,1,0,1,Нет,Не нанят,Нет
32,52,0,0,1,Да,Техник,Премия
30,59,0,1,0,Да,Начальник производства,Нет
4,28,1,0,1,Да,Не нанят,Нет
39,62,1,1,0,Да,Не нанят,Нет
36,63,0,1,0,Да,Мастер,Двойная премия
6,35,0,1,0,Нет,Техник,Нет
5,27,1,0,0,Нет,Не нанят,Нет
21,50,2,0,1,Да,Не нанят,Нет
5,25,0,1,0,Да,Техник,Нет
20,40,0,0,1,Нет,Техник,Нет
2,31,0,0,1,Нет,Оператор,Нет
11,34,1,0,0,Да,Не нанят,Нет
34,56,0,1,0,Да,Мастер,Премия
15,39,0,0,1,Нет,Оператор,Нет
23,48,1,1,0,Нет,Не нанят,Нет
31,56,1,0,1,Да,Не нанят,Нет
18,46,0,0,0,Нет,Техник,Нет
13,40,1,0,1,Нет,Не нанят,Нет
33,60,0,0,1,Да,Техник,Премия
6,33,0,0,0,Да,Оператор,Нет
7,28,0,2,0,Нет,Техник,Премия
17,40,1,1,0,Нет,Не нанят,Нет
20,43,0,0,0,Да,Техник,Нет
13,39,0,0,1,Нет,Техник,Нет
34,57,1,0,1,Да,Не нанят,Нет
13,33,0,0,1,Нет,Оператор,Нет
26,46,0,0,0,Нет,Оператор,Нет
35,62,1,0,0,Да,Не нанят,Нет
2,24,0,0,1,Да,Техник,Нет
36,58,1,0,1,Да,Не нанят,Нет
33,60,0,0,1,Да,Техник,Премия
35,56,0,2,0,Да,Начальник производства,Двойная премия
2,30,1,0,0,Нет,Не нанят,Нет
27,48,0,1,0,Да,Мастер,Премия
20,47,1,1,0,Нет,Не нанят,Нет
17,42,0,1,0,Да,Мастер,Нет
22,50,1,0,0,Нет,Не нанят,Нет
29,58,0,1,0,Да,Начальник производства,Двойная премия
0,28,1,0,0,Да,Не нанят,Нет
38,59,0,0,1,Да,Оператор,Нет
6,31,1,0,1,Нет,Не нанят,Нет
24,52,0,0,0,Да,Техник,Нет
32,59,0,1,0,Да,Начальник производства,Двойная премия
9,30,1,0,0,Нет,Не нанят,Нет
0,22,1,0,0,Да,Не нанят,Нет
36,58,0,1,0,Да,Начальник производства,Премия
12,41,0,0,0,Да,Техник,Нет
21,45,1,1,0,Да,Не нанят,Нет
1,23,0,0,1,Да,Техник,Нет
27,52,0,0,1,Да,Оператор,Нет
6,32,0,0,1,Нет,Оператор,Нет
35,64,0,0,1,Да,Техник,Премия
26,55,0,0,0,Да,Техник,Нет
34,62,1,1,0,Да,Не нанят,Нет
38,59,2,0,1,Да,Не нанят,Нет
2,29,0,1,0,Нет,Техник,Нет
16,37,0,0,1,Да,Техник,Нет
29,58,0,1,0,Да,Мастер,Нет
30,58,0,0,0,Да,Техник,Нет
5,34,2,0,1,Да,Не нанят,Нет
6,31,1,0,0,Нет,Не нанят,Нет
27,56,0,0,1,Да,Техник,Нет
27,51,0,1,0,Да,Начальник производства,Нет
13,38,1,1,0,Да,Не нанят,Нет
18,41,1,0,1,Да,Не нанят,Нет
2,24,1,0,1,Нет,Не нанят,Нет
2,25,1,0,1,Нет,Не нанят,Нет
31,53,0,0,0,Да,Не нанят,Нет
26,49,0,0,1,Да,Техник,Премия
12,39,0,0,1,Да,Техник,Нет
14,37,1,0,0,Нет,Не нанят,Нет
36,64,0,0,1,Да,Техник,Нет
2,28,0,1,0,Нет,Техник,Нет
14,36,0,0,1,Нет,Оператор,Нет
19,48,0,0,0,Нет,Оператор,Нет
28,51,1,0,1,Да,Не нанят,Нет
25,52,0,0,0,Да,Техник,Нет
9,37,0,1,0,Нет,Техник,Нет
13,42,1,0,1,Нет,Не нанят,Нет
2,25,0,0,1,Да,Оператор,Нет
2,27,0,0,1,Нет,Оператор,Нет
1,28,0,1,0,Нет,Техник,Нет
32,56,0,1,0,Да,Начальник производства,Двойная премия
9,37,0,0,1,Да,Техник,Нет
38,58,1,0,0,Да,Не нанят,Нет
3,28,0,1,0,Да,Техник,Нет
4,24,0,0,1,Да,Техник,Нет
23,48,0,0,1,Да,Оператор,Премия
5,29,1,1,0,Нет,Не нанят,Нет
5,26,0,0,1,Да,Оператор,Премия
28,53,1,0,1,Да,Не нанят,Нет
32,58,0,1,0,Да,Начальник производства,Двойная премия
16,41,1,0,0,Нет,Не нанят,Нет
0,28,0,0,1,Нет,Оператор,Нет
11,31,0,0,1,Нет,Оператор,Нет
28,49,1,1,0,Нет,Не нанят,Нет
2,27,1,1,0,Да,Не нанят,Нет
9,31,0,0,1,Да,Техник,Премия
23,43,1,0,0,Нет,Не нанят,Нет
28,54,1,0,1,Да,Не нанят,Нет
10,30,1,0,0,Да,Не нанят,Нет
2,25,0,0,1,Да,Техник,Нет
4,33,0,0,1,Нет,Техник,Нет
1,22,0,0,0,Да,Не нанят,Нет
26,55,0,1,0,Да,Начальник производства,Двойная премия
24,52,0,0,1,Да,Техник,Нет
27,56,0,0,0,Да,Техник,Нет
3,32,1,0,1,Да,Не нанят,Нет
35,61,0,0,1,Да,Оператор,Нет
18,42,0,0,0,Да,Не нанят,Нет
7,30,0,1,0,Да,Техник,Премия
36,57,0,0,1,Да,Техник,Нет
27,54,0,0,1,Да,Техник,Нет
31,51,0,1,0,Да,Начальник производства,Премия
36,59,0,0,1,Да,Техник,Премия
16,40,1,0,0,Да,Не нанят,Нет
6,30,0,0,1,Нет,Оператор,Нет
29,56,0,1,0,Да,Начальник производства,Нет
23,52,0,1,0,Да,Мастер,Нет
28,55,0,0,0,Да,Оператор,Нет
32,54,0,0,1,Да,Техник,Премия
34,58,1,0,1,Да,Не нанят,Нет
